
humanID,opponent,turn,condition,cooperation,Random ID,duration,code,MCA,mental_demand,physical_demand,pace,success,MCB,effort,negative_feelings,AI_optimism,AI_experience,tech_relationship,MCC,human_preference,shared_understanding,cooperative_intention,cooperative_perception,cooperative_mutual,MCD,effectiveness,improvement,satisfaction_self,satisfaction_team,rework,leadership,trust,aggression_self,aggression_team,communication,feedback,age,race,gender,MCE,education
pndzuadn,dqn,2,ai,4,4646,76,pndzuadn,2,-1,-2,-2,0,-2,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,0,Being able to chat,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
pndzuadn,dqn,3,ai,4,4646,76,pndzuadn,2,-1,-2,-2,0,-2,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,0,Being able to chat,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
pndzuadn,dqn,4,ai,4,4646,76,pndzuadn,2,-1,-2,-2,0,-2,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,0,Being able to chat,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
pndzuadn,dqn,5,ai,4,4646,76,pndzuadn,2,-1,-2,-2,0,-2,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,0,Being able to chat,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
pndzuadn,dqn,6,ai,4,4646,76,pndzuadn,2,-1,-2,-2,0,-2,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,0,Being able to chat,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
pndzuadn,dqn,7,ai,4,4646,76,pndzuadn,2,-1,-2,-2,0,-2,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,0,Being able to chat,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
pndzuadn,dqn,8,ai,4,4646,76,pndzuadn,2,-1,-2,-2,0,-2,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,0,Being able to chat,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
pndzuadn,dqn,9,ai,4,4646,76,pndzuadn,2,-1,-2,-2,0,-2,1,-1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,0,Being able to chat,26-35,Caucasian,Female,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,0,human,1,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,1,human,1,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,2,human,1,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,3,human,3,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,4,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,5,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,6,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,7,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,8,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,9,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,0,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,1,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,2,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,3,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,4,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,5,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,6,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,7,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,8,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,9,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,0,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,1,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,2,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,3,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,4,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,5,human,4,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,6,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,7,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,8,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
dvxcczhd,ppo,9,human,2,4984,72,dvxcczhd,2,-2,-2,0,1,-2,0,-1,1,-1,1,0,0,1,1,0,0,-1,0,1,1,0,0,-1,0,-2,-2,1,communication and the ability to chat with each other,26-35,Caucasian,Male,human,"Bachelor's degree (BA, BS)"
qhauppg,dqn,0,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,1,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,2,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,3,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,4,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,5,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,6,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,7,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,8,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,9,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,0,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,1,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,2,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,3,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,4,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,5,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,6,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,7,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,8,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,9,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,0,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,1,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,2,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,3,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,4,ai,3,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,5,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,6,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,7,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,8,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
qhauppg,dqn,9,ai,4,8582,411,qhauppg,0,-1,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,-1,0,0,1,1,1,-1,-1,0,1,1,0,-1,communication,26-35,Caucasian,Male,human,Associates degree (AA)
suseoolg,ppo,0,human,4,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,1,human,4,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,2,human,4,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,3,human,2,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,4,human,4,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,5,human,2,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,6,human,2,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,7,human,4,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,8,human,2,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,9,human,2,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,0,human,2,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,1,human,2,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,2,human,4,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,3,human,2,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
suseoolg,ppo,4,human,2,3170,95,suseoolg,2,-2,-2,0,1,-2,-1,-2,1,0,1,0,0,1,1,1,1,1,1,-2,1,0,0,-1,1,-2,-2,0,Being able to communicate.,26-35,Caucasian,Male,human,Some college
